protocol_type,service,flag,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
tcp,http,RSTR,0,174,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.031207869515954823,0.035788548592937654,0.06553629533377454,0.05030153594309639,0.9978023066160118,0.05530117559285369,0.04946565364725976,239,62,0.9856612443939294,0.045886672364401776,0.08865523496998944,0.02426584021936591,0.09686379441112539,0.018384230095902444,0.09567095845820481,0.07685715213396617
tcp,http,SH,0,37,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.06746265584886792,0.015734857832963023,0.0032972384484831864,0.02161584998271441,0.959517133308903,0.06723553311593465,0.021988402456803446,14,49,0.966788514139147,0.04991986842617862,0.01841846284162929,0.05507954711365398,0.008310372132412813,0.010199287134782388,0.0747050400608446,0.036702415453410346
icmp,eco_i,SF,0,45,86,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.08883807251531932,0.022229993344309487,0.0822476309595826,0.017495159019629346,0.9389354770518303,0.03372797103557231,0.028468960040840686,92,6,0.916763977379419,0.0764884758711152,0.09212102681360228,0.07395343161243677,0.02340406666851118,0.032014647508377646,0.09221358555148788,0.06738212235272133
icmp,http,S0,0,133,187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6,0.033150059371967966,0.0862786748197319,0.06416565691871456,0.04209372170191929,0.9238782270322162,0.03993087433274946,0.0583902650229448,225,121,0.9380763285856314,0.09681316466784542,0.012385650226006274,0.08064388862219875,0.0685909035591211,0.06133073050895545,0.008394142675736205,0.09993499513578848
udp,other,RSTR,1,101,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0.046635126832531015,0.008039530558855623,0.039125094039974766,0.04720728886554773,0.938378402047584,0.09681676436715199,0.035425272833246015,192,122,0.982142153084078,0.017252809710314045,0.07013570739726951,0.009327451595892978,0.004638541744745095,0.0822290780130682,0.037309470698346,0.015630509493205613
udp,eco_i,SH,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.04461950909474269,0.05454835486525688,0.0393807439291073,0.05372531163507957,0.9201926003490777,0.05180676950188234,0.07243353572087693,14,167,0.9558356460531073,0.08774977025776723,0.05858749797389998,0.0777933530700614,0.01926959160773354,0.07177937421923872,0.05320915122418473,0.08841433082368964
tcp,eco_d,SF,1,51,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.00906924688553149,0.05137983797190135,0.06878745446197615,0.00494263521651096,0.9080177491058655,0.043120721396559904,0.09579242406629612,214,4,0.9052048461242869,0.08079126617390552,0.02364545215917463,0.02167985792725472,0.09961059951175838,0.06096553343428608,0.039621288735759534,0.025429778378775726
udp,other,REJ,0,160,229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0.08230905943436473,0.01951628868627732,0.09397670708587785,0.08789900070823968,0.9927738871464921,0.06788571645753454,0.09353684652798,34,158,0.9330227937379123,0.07733192068204316,0.02209227900182168,0.012737603916184071,0.006394336115749444,0.03276590277214985,0.09472614750912489,0.09560686081513767
icmp,private,RSTR,1,111,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.0662840659837604,0.024693467043958618,0.0899628777575184,0.07989500081676332,0.9529272603032386,0.01270800366493815,0.05822780209734407,218,104,0.9947590139397686,0.05073558158579771,0.014639715958518651,0.007201040250530666,0.03265792816806323,0.03750255930299547,0.06769011015217545,0.03893256963516583
icmp,http,S0,0,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.00961897938584635,0.08326619479037495,0.09096073290765026,0.04936229480936815,0.9112318721177255,0.012238517857644371,0.0026208483520411166,103,103,0.9063696667875654,0.018249322179841876,0.03632970638084892,0.028997868555381237,0.08412650537751404,0.04266677662634334,0.02369717588324373,0.07814635015372658
tcp,ftp_data,SH,0,85,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.07509928073691316,0.09047316696249091,0.06516010335449503,0.07387398230468073,0.9572001233730496,0.09964774306395727,0.09485002249835069,5,0,0.9001745925212481,0.09387128578248555,0.01456658452533295,0.03273687634525944,0.03928972706881019,3.344291574991498e-05,0.028575796895235418,0.05486319518351088
udp,http,RSTR,0,172,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0.006502433846903477,0.003277373031394737,0.09197454334746029,0.09856930515875612,0.970516361961159,0.023037868212025858,0.07226936796453391,26,226,0.9605856700963618,0.024173752028836218,0.02139485020861608,0.057348471206971674,0.07520051403604533,0.016943606409913294,0.08958755227800853,0.007355918173788456
udp,ftp_data,S0,1,56,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.07574324427041984,0.08310323603365075,0.02921229173533285,0.040061629045543626,0.912794672459323,0.06838144255649568,0.09212751862593081,238,58,0.9565912661132661,0.0052513649026798455,0.01895465962101528,0.07354627501760153,0.02134833084258421,0.0078081934516562425,0.02733675387772072,0.07198524209677425
icmp,http,SF,2,224,292,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0.02389969501256968,0.02274693104587973,0.01225882101640794,0.0013212922129572703,0.9485747351162882,0.021883089786045796,0.0963359257979579,179,25,0.9011988156243744,0.06937737224002001,0.09283427451909818,0.06055966971855399,0.02924671455757747,0.0947120965283259,0.007759710971618039,0.015123260753508339
icmp,http,REJ,0,28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.09793274677951885,0.08516233483324277,0.057305565001958526,0.02012305535380984,0.9706491097498569,0.08753029921222012,0.022031991739705815,140,245,0.9231433840934382,0.0504045151121181,0.05383631642497916,0.0780808067568013,0.029321504371727605,0.08123285918666438,0.023420587062252963,0.08230058928670538
udp,eco_i,SF,0,107,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.09941494982853108,0.0743550447350778,0.02886461010642273,0.09114908092820592,0.9032574594578564,0.018063593216936725,0.013863056712794164,34,118,0.9044004141489114,0.052659586721666755,0.0757273243430346,0.008043765664679348,0.08487324030501271,0.07958706757162635,0.023482538493758687,0.07176544887071339
icmp,eco_d,SF,0,300,92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,4,0.023129556888715142,0.03021323624396728,0.001718404562019338,0.05874116424917269,0.9870068574275805,0.07880434458536231,0.08256080998988116,33,121,0.9425421941566241,0.05180513289558312,0.09667691607430459,0.05816057603566458,0.02663625530910131,0.06386217361988791,0.015431353749178967,0.012588995713043583
icmp,eco_d,RSTR,3,188,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0.041737666638182375,0.07790312905170174,0.013912682128350728,0.0296541255756129,0.9003277810021529,0.0861134461443683,0.027504118326328278,219,178,0.9571855986974431,0.013565395600961982,0.038981576892462594,0.0836296245898477,0.006727860488808236,0.04045798566730167,0.07242324033048288,0.06526195660738372
tcp,domain_u,SH,1,27,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.0007912188283535016,0.07899903537520712,0.06795768829774608,0.05536019726001341,0.9287365743059474,0.05396996282805061,0.0522473112000709,82,189,0.9493681579570151,0.060063343180913865,0.09676678063216576,0.09105196230965237,0.0004881599875898646,0.005018875775683141,0.005878311210587017,0.00040370833041877276
icmp,ftp_data,REJ,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.03409786947801868,0.018297582236524314,0.004039488132779323,0.05719683865635877,0.9003979666036337,0.061406089967569494,0.09843395714044556,212,169,0.9787505782105039,0.057237370101009245,0.08356595850138067,0.04450103199559309,0.05041618392005064,0.07421381929799077,0.04876011670549161,0.08220741366215328
tcp,private,SH,0,205,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0.07854625710841003,0.09996626539398851,0.07854421863622818,0.001997891673319707,0.9173577375135167,0.09976880527059337,0.0829727421352611,95,199,0.9380228445990239,0.08322366942111808,0.009183768737666076,0.00923224255228825,0.06504042083523077,0.072152300087397,0.08392746686520583,0.0605795956708543
icmp,eco_d,SF,0,239,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.028644509642419637,0.06697702993207204,0.05044148353294101,0.0037272687825891885,0.9143472185303265,0.03621654747668107,0.09723151557120727,111,120,0.925614388317084,0.082715316103525,0.09514701518755057,0.061443129873045135,0.05629838981307633,0.08197058970296267,0.006423768824784126,0.07004266509179947
icmp,other,S0,0,26,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.06453660411777161,0.08669088851734895,0.08105794046689806,0.037600034755599324,0.9998498141568465,0.008785591749447874,0.022934018713573503,173,157,0.9244627107165397,0.05706533280078824,0.07109646846059647,0.03162506653389013,0.033701929954500776,0.08682889595519624,0.036729297579925206,0.035347322059837614
tcp,private,REJ,0,130,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.023197594385756172,0.08322939221431036,0.017402115888237358,0.06754810954911189,0.9111911681771439,0.02458884193649438,0.006939039256460189,26,25,0.9785060749469449,0.047842227625116654,0.07347007697434804,0.09018869407647934,0.09333482882270072,0.03183898156477396,0.0667662669698648,0.061572833135245975
tcp,domain_u,REJ,0,475,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.05173652684310995,0.09829857802792052,0.07090576431392998,0.01953129901178509,0.9741186807947009,0.02375389241788143,0.09128448771574382,174,79,0.9913528084459996,0.013560104938707386,0.014728563960529751,0.09460712979156999,0.04580100287900864,0.04992326132701045,0.030941631260511894,0.08807868413140664
tcp,eco_d,S0,0,5,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.09476913975898454,0.09807328264952944,0.021447937216337077,0.01771490073891965,0.9711578948615117,0.036327130832827396,0.059623499770740676,53,219,0.9050807495120953,0.012598295790408066,0.07000544796672825,0.09694273437685935,0.07557309519346221,0.04240262095608091,0.042420466464325304,0.04833776611686374
tcp,private,REJ,0,41,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.050223232916789866,0.06004018675086856,0.0009463220409689499,0.02273295877921977,0.904112252023583,0.0361978800624883,0.09962628530140896,35,111,0.9492930097090664,0.034700412692906635,0.029629188419830976,0.027992698224253067,0.09091254894209767,0.09769332055901478,0.09760403185850629,0.05299437571706633
icmp,other,REJ,1,17,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.060646498091490066,0.08212972999948649,0.029079895733700158,0.030751473371510376,0.988515553173675,0.07961896475207697,0.041375552103298845,181,30,0.9099322055852032,0.08242454290285048,0.04494386482972606,0.0536064457554406,0.0009387970349367559,0.04714621602711549,0.05800390648997596,0.057594701301661944
tcp,ftp_data,SH,1,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0905182238505455,0.08392109110340494,0.005348471028851932,0.04640027655966851,0.9658004972495761,0.08777166427266521,0.039364926508956045,226,156,0.9296213817068931,0.03007996491747883,0.06742271363555345,0.05385239383984413,0.023120880840861058,0.0185727673350758,0.06744576038562754,0.020654929241047004
udp,eco_d,REJ,1,209,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0.07487734458240923,0.0070953642104331196,0.03300345934325882,0.08143479302555343,0.9269956006326876,0.08250650568495187,0.055787349279355386,59,11,0.9886870207706049,0.08973011395321598,0.012738400889968316,0.0804995056043426,0.03658237027275124,0.05681402737058883,0.08321225370692174,0.08498778729102903
icmp,private,S0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.08252099839228258,0.02356754423073275,0.07525370976176382,0.009380590052456362,0.9409955389048861,0.010913187154293914,0.08150673681022086,96,19,0.9514981385558664,0.08968021429747577,0.023568809054090235,0.04078818843780532,0.08015936509398823,0.09171724147870552,0.03988837366999664,0.03275167032539389
tcp,ftp_data,SF,0,154,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.08729417161524154,0.07770642684387424,0.020984126323814058,0.021096055010228335,0.9004300853025085,0.05619009401000446,0.07952243861654047,207,214,0.9762040221782342,0.07106988627655107,0.06641519175203922,0.06137480670744712,0.034822422041033196,0.031649697621276084,0.08195912411990129,0.04665579311995482
tcp,http,RSTR,1,101,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0.0901885016944976,0.0759891938515529,0.06767286471117649,0.03770261469341976,0.9303679778562104,0.08695797217457896,0.07307060072887614,169,236,0.9290913701356033,0.05538373271202295,0.027363822261835303,0.08088731695932476,0.05058632411629813,0.011721054182851388,0.0184972387614723,0.09183334142310355
icmp,other,S0,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.08854606850601564,0.00857889571715882,0.03036813747002054,0.032551233025059134,0.9144436852397775,0.0813596089306393,0.07222334769881684,124,66,0.9190573038422223,0.09985531955512444,0.054824177490738285,0.044611355658255275,0.0046283302327555734,0.08314234757615199,0.01853246299318615,0.06313362318257225
icmp,http,REJ,4,49,546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0.023670509241004833,0.0345183860028629,0.04961499260699375,0.06873627462578794,0.9005240361188844,0.027106985061034275,0.05530738436832183,181,78,0.937107016476062,0.07732530026039268,0.07229022867474194,0.09903175083406862,0.06564750485272743,0.07380923446828519,0.040134384795024784,0.006611563802635456
udp,private,S0,0,32,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.07297352084549992,0.09421590707542317,0.07061802213772948,0.026734133324748322,0.9330997787515074,0.08402538417169617,0.03593177229789515,57,89,0.9439669051305004,0.0863434757617961,0.08374074999432546,0.08550593888149588,0.03366243817698792,0.051324323660413285,0.08764254649002007,0.026300678783459486
icmp,eco_d,S0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.09034525470403486,0.0784137167072833,0.006618133822814509,0.09580799436336589,0.9130447561721549,0.05846261190216794,0.04146149091504865,79,140,0.9804012780097879,0.07293819781594363,0.09304483123824875,0.0705895102724306,0.032959205261499036,0.017461478779402417,0.08066454005058606,0.0656356316174007
icmp,other,SH,1,67,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.07180575405308548,0.09228550792517476,0.027492597855700386,0.05360073272654753,0.9920157692082648,0.06971749937656621,0.042457297052237865,180,126,0.9381532399397289,0.010349673655798608,0.03186435379678805,0.006038722264833907,0.033692742874729065,0.010246637427762651,0.028768339278458524,0.07953916950609943
icmp,eco_d,SF,1,108,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.007978251062854136,0.01853607821300828,0.022785160541898965,0.036142066798864024,0.991020962692457,0.05546864567312715,0.0983673941178515,33,183,0.9988991549881758,0.09252626787897228,0.0811576562547264,0.01691325994798043,0.07707898499572007,0.014015746556447063,0.09191782469520088,0.07578720886757502
tcp,eco_i,RSTR,1,218,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.0004656588700000186,0.07065815055436574,0.023618122812092968,0.07747144233356221,0.9944042789943036,0.048511812790914204,0.05818276701605343,144,202,0.9241550997497604,0.09706517586213867,0.0073636285655478756,0.08539554306587273,0.0865423460577952,0.05066600942656631,0.09813204023735358,0.06685301668545814
udp,ftp_data,SH,0,239,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.04792313861564969,0.04565040465388888,0.08492558218961734,0.06578112090861953,0.9429367045676522,0.043146650441156544,0.09217327616517905,233,227,0.9745613956930315,0.07197734483078048,0.022074087895454578,0.04543148807077895,0.05138310888944134,0.03231147689690452,0.0018103173766038428,0.0999496625637883
tcp,other,REJ,3,51,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.09873361585647414,0.09062803984050333,0.029230600343346527,0.05469715868977875,0.9743994871459172,0.07583198574717681,0.0880080984229801,200,133,0.9563523486882843,0.030766114898169473,0.012376380910377283,0.03832219229312067,0.061331657547214924,0.06927741220341933,0.06205641619690988,0.08107403371410056
icmp,other,SF,0,54,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.014930645948982524,0.08968105086643585,0.04354390931317205,0.010356772888166933,0.9214331126885255,0.03999063934420576,0.033383755909587434,205,203,0.987854755827182,0.014258391320347686,0.08663632792937208,0.015013810916533766,0.04708558004772376,0.0035458106992475313,0.017010074112144526,0.0682725361875162
udp,eco_i,SH,0,102,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.08834966235674152,0.015318399413960126,0.016634603712477335,0.012534560302175935,0.9276003172134385,0.05698974383892981,0.020863239255869595,135,163,0.959080189550808,0.03939981497407127,0.08630412336259463,0.01827670155541884,0.07898266896888184,0.041416727338477836,0.04654224746232554,0.06055786672585805
tcp,other,REJ,0,156,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0.015744018076581334,0.022111565597040597,0.06815925877987408,0.007286031156718587,0.9647601724038147,0.013472894891802213,0.062124206194065126,132,16,0.9907961698106087,0.06744600868008876,0.00571022602249206,0.06472213401914925,0.01816069521541467,0.01294918184617796,0.08706520730049438,0.070562994864855
icmp,http,S0,0,10,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.09991392006483185,0.08762063379225693,0.059431279966805854,0.0508597126677216,0.916783788645403,0.03789272432620921,0.0030321675667750016,71,13,0.9649613217791693,0.03259314514283566,0.09412981018178507,0.0008527498337331796,0.03740936582457294,0.024211761321519688,0.014279017997440337,0.0801289900312811
icmp,private,REJ,2,45,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0.0619679671646355,0.023156121297825117,0.06698508099593857,0.044153192038702896,0.9644095686459109,0.01904778732181909,0.0697057955868072,68,65,0.9683184762224208,0.027507829361888336,0.09944370708607271,0.007601463912460027,0.037387574266403954,0.03439073640487358,0.03596745492140529,0.09444265272944789
tcp,eco_i,REJ,2,12,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.03995328575217671,0.09598283264404442,0.05486156419084252,0.05815673179924581,0.9194819971335831,0.02798571001659771,0.007186674220733946,252,43,0.928091752536694,0.06618865167480383,0.05603558240280061,0.014194655950116786,0.02248473131796085,0.08313088389194777,0.03138286997553346,0.08516451499371187
udp,http,S0,0,116,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.014390266528578999,0.09957719665482621,0.051532212001317794,0.017790781648445764,0.9620013983047602,0.07656958803331254,0.02026758300066748,223,106,0.9197614380110648,0.02477325989419197,0.07109124903501396,0.09565227521883699,0.09083822673959686,0.024146431984956862,0.07412874569881937,0.08784365436193801
tcp,ftp_data,SF,0,92,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0.050586374649223664,0.03417919022605953,0.008263110525580309,0.030267320147082312,0.9047855698293694,0.051649100655471326,0.09147790305910303,85,80,0.9608636202564308,0.08723954247357225,0.048841337307120564,0.044810966138012956,0.026764888496870854,0.005841852660004022,0.022980157528450642,0.08776233729468035
icmp,eco_i,SH,1,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.08500031195747332,0.06339879223990433,0.046856356570204906,0.023883614765124506,0.9185281572061234,0.09554746331211604,0.04585034243667196,95,89,0.931527050226049,0.04941708127636053,0.07332009207366505,0.09789976988712136,0.021564236469366973,0.0896121486231902,0.0025545402118961726,0.003691200518805593
udp,other,SF,0,20,195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.07984693520714164,0.08861598433849967,0.08788425300474448,0.015129529764958106,0.9980176849305898,0.09914564292811467,0.0048240505471038204,110,101,0.9714923060386502,1.554959740325268e-05,0.09124013683837075,0.031228117024376778,0.08295841669407848,0.021336707900093177,0.09486101381636888,0.0376469442620278
udp,domain_u,REJ,0,11,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.026249426948134646,0.06138917550516468,0.08369746701899389,0.0352979485796361,0.921169700687418,0.011994868737117727,0.0038612251913518695,121,140,0.9165621474696478,0.03264124669102172,0.06643576814960693,0.03535315880806419,0.09315812192775641,0.03656874256347461,0.03946022249763788,0.09835714765134673
icmp,other,S0,1,121,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0.03741471786924788,0.07337099049227062,0.018294526440704017,0.030273538847928494,0.9513353168858298,0.03364464484676072,0.07514553217205727,119,207,0.9839469522048329,0.026716025015841027,0.09213275151106207,0.01569352596269813,0.08254546079902006,0.0563340079758206,0.0887733810738752,0.00040870317098181677
icmp,ftp_data,SF,0,89,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0.06942789204905711,0.08939241082743532,0.0007747119826562621,0.0871655146541986,0.9163783791393088,0.04826228829729713,0.0036040527938723923,119,189,0.9407774371358469,0.0953411950886053,0.041391710570154665,0.050445069896290155,0.00593076574180016,0.021965851300401663,0.08404118288262852,0.04601430488543056
icmp,eco_d,SF,1,237,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.02499105623580036,0.007877159268157198,0.036894884379729424,0.05599060188342306,0.9523579471439986,0.030470059733451207,0.003455722159558694,34,167,0.9171680585284003,0.04727723818548986,0.0839651215650534,0.07022995567596371,0.04453721678120342,0.06980070642038987,0.05430981796677186,0.08813883792699954
udp,other,SF,1,114,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.02661954536661928,0.09427097836181497,0.05074392932381481,0.021717138782191416,0.9283064245569422,0.026891037468045522,0.00854697536714446,58,151,0.9048980968777183,0.07052786845495611,0.0834373576455991,0.04382981909570324,0.0039458639488938576,0.07434121617705679,0.08762254709758702,0.00014875171875572413
tcp,eco_i,SF,0,213,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.02643411082493633,0.08660461838900001,0.00013772557642488525,0.053368129829435874,0.9774908757817949,0.06564414212619189,0.06776280213166289,10,188,0.9157322094656438,0.024251391493128317,0.09155686563825435,0.052237242987468284,0.050162812417319874,0.031113731468023854,0.09234046704499221,0.0415718992550597
udp,domain_u,S0,0,20,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.031185874591776987,0.04231030206689376,0.0667883224122912,0.09677840768527085,0.9882069508213476,0.053713604127088026,0.03916155179592956,31,34,0.9678508514295724,0.011449371434961287,0.04909074603506042,0.08903359040238244,0.04794270036218839,0.02598744471567077,0.09481669520350482,0.04723522652051485
icmp,domain_u,S0,0,214,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0.07419459797228056,0.060622885216396784,0.035253282501354365,0.09028019359534356,0.9908945629698613,0.004513319566265428,0.031533893670656656,187,12,0.9242444344211586,0.056186561203423774,0.053436656730019516,0.017853845860504793,0.06850402211013594,0.010438041698222746,0.056996211416568236,0.023362916509856915
tcp,ftp_data,S0,0,165,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0.037207076400257215,0.09047995231111505,0.08684809516407926,0.04359276818548982,0.9470608924173327,0.0371931608395535,0.01385124653250538,230,11,0.9729115792654525,0.021553544299441618,0.09663984830847909,0.05402468146651654,0.06860096737485379,0.06684220719267782,0.05229240966781684,0.03539660363030491
tcp,private,SF,2,10,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.059390364187949754,0.03718576133203524,0.08396572766882744,0.055261188459051605,0.9321815997595917,0.027685058458759217,0.05326671919520153,117,176,0.9386468116289352,0.06806204513617363,0.08230152194458668,0.07197166532011427,0.0840717007568312,0.0529021299958783,0.01725873822551115,0.08055392801770993
tcp,eco_i,RSTR,1,236,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0.06578581467354384,0.040298041564460096,0.062321640212045996,0.05551528187904094,0.9569455130565854,0.004927103121050403,0.014608942918261258,103,12,0.9409470780311285,0.07962692762171383,0.03637090699906497,0.045836836240533134,0.0644248600942002,0.03449557313661846,0.07782549693188878,0.08912825855322552
udp,eco_d,SH,1,91,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.00047585811310963956,0.048285323455031386,0.08213499855612183,0.07230295161841198,0.9229983533502178,0.03624462653793007,0.023019122836127382,110,124,0.9011818278712894,0.04383014624334017,0.06227786842979606,0.03948481167477483,0.01609245230188534,0.09896264914183169,0.02332773723728926,0.013035449495119046
udp,eco_d,S0,0,16,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.052976175349660086,0.09142322564686667,0.04958013817136712,0.03291729291109043,0.9250088562090532,0.04823183817824536,0.08069457580063188,85,69,0.9328849324749704,0.05944002399805707,0.08784049889538831,0.014180023873027648,0.04642606313807011,0.09830834537061421,0.025974774574092932,0.06460454451751604
tcp,private,SH,0,70,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0.051546447447922895,0.048937169265441796,0.09052580938882138,0.0796133144456524,0.9229538321951702,0.0941665583971647,0.0847775280517234,105,103,0.9594088532930705,0.030748319237357515,0.020751207784381942,0.02580755365477451,0.016795934876247632,0.0736911764887011,0.030939104429381206,0.05075970316713792
icmp,ftp_data,SH,1,94,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.039327156074795644,0.0617739601920344,0.013595987068118143,0.09692912109372528,0.9243706280944559,0.018631591834870842,0.09069683377671083,180,154,0.9685860371242073,0.03925174888115549,0.09832465698227637,0.01808592674279761,0.03462781851001097,0.006118935632818301,0.06620006517833163,0.05806874351452101
tcp,eco_d,RSTR,0,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.00983782572256865,0.035666892685778905,0.06488570809083426,0.04200420160903782,0.9004785267903749,0.019540883622002726,0.02459607554982849,4,66,0.981625366348839,0.012332278702900601,0.00041328134307405673,0.040642808040188064,0.05694147085363504,0.0655959636865769,0.04890689264074299,0.03989967285851046
udp,eco_d,S0,0,44,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0.04484659481311262,0.03228116392585497,0.03277054587056201,0.056792116657592165,0.9851735715025266,0.08364310788220133,0.02294575555067363,146,146,0.9351405369678036,0.0968368869239163,0.09912812626117591,0.022776683730213965,0.07890239857545224,0.06432740034169246,0.08889840899110645,0.0756066072900657
tcp,http,S0,0,32,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0.039897341491601714,0.03430169417546112,0.014117783044473586,0.0843583054111165,0.9058560240137375,0.05388583269671933,0.047614393706140706,221,221,0.9863327736038069,0.0487336769728605,0.03551591048974763,0.020774419152864265,0.018217175898976513,0.0431059018563587,0.013708346212399648,0.07749307516984022
tcp,ftp_data,SF,0,46,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0.07554438093272672,0.09555462900918049,0.010462441564009762,0.09573403814048491,0.9978139408039979,0.06703124948005344,0.038024061227808714,254,196,0.9350274312622825,0.004391423593053967,0.0057713308273953275,0.0724807097379795,0.018212535548888974,0.07946117129424576,0.09457281562980935,0.024889897779568394
